image,address,sf,built,website,primaryLeasingCompany_Company,primaryLeasingCompany_Website,primaryLeasingCompany_Name_1,primaryLeasingCompany_Phone_1,recordedOwner_Company,recordedOwner_Website,recordedOwner_Name_1,recordedOwner_Phone_1,trueOwner_Company,trueOwner_Website,trueOwner_Name_1,trueOwner_Phone_1,previousTrueOwner_Company,previousTrueOwner_Website,previousTrueOwner_Name_1,previousTrueOwner_Phone_1,primaryLeasingCompany_Email_1,primaryLeasingCompany_Name_2,primaryLeasingCompany_Phone_2,primaryLeasingCompany_Email_2,renovation,trueOwner_Name_2,trueOwner_Phone_2,trueOwner_Email_2,trueOwner_Name_3,trueOwner_Phone_3,trueOwner_Email_3,propertyManagement_Company,propertyManagement_Website,previousTrueOwner_Email_1,trueOwner_Email_1,propertyManagement_Name_1,propertyManagement_Phone_1,propertyManagement_Email_1,primaryLeasingCompany_Name_3,primaryLeasingCompany_Phone_3,primaryLeasingCompany_Email_3,recordedOwner_Name_2,recordedOwner_Phone_2,recordedOwner_Email_2,recordedOwner_Name_3,recordedOwner_Phone_3,recordedOwner_Email_3,recordedOwner_Email_1
https://ahprd1cdn.csgpimgs.com/i2/EdDeIemp-74xh7szxhFBiriI0N67OvoqaXqBUPZ2jH4/119/image.jpg,"300 Interchange Blvd - Ormond Professional Building Ormond Beach, FL 32174","10,561",2003,,"Zev Cohen & Associates, Inc.",http://www.zevcohen.com/,Samuel Hamilton,(386) 677-2482 (p),Interchange 300 LLC,http://www.zevcohen.com/,Interchange 300 LLC,(386) 677-2482 (p),"Zev Cohen & Associates, Inc.",http://www.zevcohen.com/,Samuel Hamilton,(386) 677-2482 (p),"Discovery Homes, Inc",http://www.zevcohen.com/,Jerry Columbus,(386) 672-6958 (p)
"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACwAAAAAAQABAAACAkQBADs=","1508-1592 S Nova Rd Daytona Beach, FL 32114","49,128",1978,http://www.realvest.com/properties?propertyId=437130-lease,NAI Realvest- Charles Wayne,http://www.nairealvest.com/,Brian Adair,(386) 299-6111 (m),Ralph Meitin Family Prnshp Ltd,http://www.nairealvest.com/,Ralph Meitin Family Prnshp Ltd,,Zellwood Freight Distributor,http://www.nairealvest.com/,Ralph Meitin,(407) 865-7887 (p),,,,,badair@charleswayne.com,Brad Gifford,(386) 337-4433 (m),bgifford@realvest.com
"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACwAAAAAAQABAAACAkQBADs=","1625 Espanola Ave - The Ridge at Holly Hill Daytona Beach, FL 32117","12,420",1973 / 2018,,,,,,Zaz Properties Llc,"mailto:Zaven.Keshishian90@gmail.com?subject=Re:%20The%20Ridge%20at%20Holly%20Hill,%201625%20Espanola%20Ave,%20Daytona%20Beach,%20FL%2032117,%20United%20States,%20PID:%2011075972",,,"ZAZ Properties, LLC.","mailto:Zaven.Keshishian90@gmail.com?subject=Re:%20The%20Ridge%20at%20Holly%20Hill,%201625%20Espanola%20Ave,%20Daytona%20Beach,%20FL%2032117,%20United%20States,%20PID:%2011075972","ZAZ Properties, LLC.",(845) 709-7725 (p),Vermont Properties LLC,"mailto:Zaven.Keshishian90@gmail.com?subject=Re:%20The%20Ridge%20at%20Holly%20Hill,%201625%20Espanola%20Ave,%20Daytona%20Beach,%20FL%2032117,%20United%20States,%20PID:%2011075972",Lillijan Thompson,(540) 903-6516 (m),,,,,,Zaven Keshishian,(845) 709-7725 (m),Zaven.Keshishian90@gmail.com,Zaven Keshishian,(845) 709-7725 (m),Zaven.Keshishian90@gmail.com,KRI - The Ridge at Holly Hill,"mailto:Zaven.Keshishian90@gmail.com?subject=Re:%20The%20Ridge%20at%20Holly%20Hill,%201625%20Espanola%20Ave,%20Daytona%20Beach,%20FL%2032117,%20United%20States,%20PID:%2011075972",lillian.thompson@dell.com
"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACwAAAAAAQABAAACAkQBADs=","2880 Howland Blvd - Winn Dixie Deltona, FL 32725","48,467",1998,,,,,,Y & J Co Llc,http://www.aibmgmtcorp.com/,,,Yun Chi,http://www.aibmgmtcorp.com/,Yun Chi,(415) 812-1236 (p),"AIB Management I, LP",http://www.aibmgmtcorp.com/,Klaus Thorna,(212) 755-6364 (p),,,,,,Yun Chi,(415) 812-1236 (p),,Yun Chi,(415) 812-1236 (p),,,,
"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACwAAAAAAQABAAACAkQBADs=","313 N Tomoka Farms Rd Daytona Beach, FL 32124","12,400",2010,,Yukon 2000 Inc,"mailto:ap@brysoncrane.com?subject=Re:%20313%20N%20Tomoka%20Farms%20Rd,%20Daytona%20Beach,%20FL%2032124,%20United%20States,%20PID:%2010124884",Jim Bryson,(386) 527-5175 (m),Yukon 2000 Inc,"mailto:ap@brysoncrane.com?subject=Re:%20313%20N%20Tomoka%20Farms%20Rd,%20Daytona%20Beach,%20FL%2032124,%20United%20States,%20PID:%2010124884",Yukon 2000 Inc,(386) 527-5175 (p),Yukon 2000 Inc,"mailto:ap@brysoncrane.com?subject=Re:%20313%20N%20Tomoka%20Farms%20Rd,%20Daytona%20Beach,%20FL%2032124,%20United%20States,%20PID:%2010124884",Jim Bryson,(386) 527-5175 (m),,,,,ap@brysoncrane.com,,,,,,,,,,,,,,ap@brysoncrane.com
https://ahprd1cdn.csgpimgs.com/i2/xYD7IODyLAhKipxgvLy5Rt7CJSp-pvFEAGkOfUrK7c0/119/image.jpg,"225 Cypress Edge Dr - Golden Corral Palm Coast, FL 32164","11,313",2008,,,,,,Yellowfine Llc,"mailto:goldencorralofpalmbay@yahoo.com?subject=Re:%20Golden%20Corral,%20225%20Cypress%20Edge%20Dr,%20Palm%20Coast,%20FL%2032164,%20United%20States,%20PID:%207542746",,,Yellowfine Llc,"mailto:goldencorralofpalmbay@yahoo.com?subject=Re:%20Golden%20Corral,%20225%20Cypress%20Edge%20Dr,%20Palm%20Coast,%20FL%2032164,%20United%20States,%20PID:%207542746",Yellowfine Llc,(941) 753-7828 (p),Ck Properties Of Naples,"mailto:goldencorralofpalmbay@yahoo.com?subject=Re:%20Golden%20Corral,%20225%20Cypress%20Edge%20Dr,%20Palm%20Coast,%20FL%2032164,%20United%20States,%20PID:%207542746",Kenneth Baldridge,(314) 422-2300 (p),,,,,,Chris Berkeley,(941) 753-7828 (p),,Chris Berkeley,(941) 753-7828 (p),,,,,
https://ahprd1cdn.csgpimgs.com/i2/LyKeAWfwv-IiwFVG02g2GRR_G_d1j-d1WHqPvtG8z1w/119/image.jpg,"2311-2349 S Ridgewood Ave Edgewater, FL 32141","32,810",1981,,Florida Best Realty Inc,https://www.floridabestrealtyinc.com/,Yana Franz,(786) 252-4000 (m),"PELICAN PLAZA, L.L.C.",https://www.floridabestrealtyinc.com/,"PELICAN PLAZA, L.L.C.",(786) 302-2203 (p),"Yelashkin, Ivan",https://www.floridabestrealtyinc.com/,Ivan Yelashkin,(786) 302-2203 (p),"Across the Pond Developments, LLC",https://www.floridabestrealtyinc.com/,Mark Venables,(386) 506-9053 (m),yanafranz@gmail.com,,,,,,,,,,,"Yelashkin, Ivan",https://www.floridabestrealtyinc.com/,mark@across-the-pond.com,unioffices@gmail.com,Ivan Yelashkin,(786) 302-2203 (p),unioffices@gmail.com
https://ahprd1cdn.csgpimgs.com/i2/jgtBIyh75eFzkuEj9Sp79Q-qNEejoLv5IAnvvDAHYpU/119/image.jpg,"N Pine Meadow Dr - Walmart Neighborbood Market Debary, FL 32713","42,000",2016,,SRS Real Estate Partners,http://srsre.com/,Michele Swope,(407) 455-5030 (p),George R Stedronsky,http://srsre.com/,George R Stedronsky,(407) 644-6977 (p),"WRS, Inc.",http://srsre.com/,Arthur Kepes,(843) 654-7888 (p),George R Stedronsky,http://srsre.com/,,,michele.swope@srsre.com,,,,,,,,,,,,,,akepes@wrsrealty.com,,,
https://ahprd1cdn.csgpimgs.com/i2/Y2H_tKHI24AzIzWXlaYgWRP6CN6FQxYzzIStcmzlmr0/119/image.jpg,"955 S Woodland Blvd - Marylois Plaza Deland, FL 32720","56,000",2018,,"LandQwest Commercial, LLC - Orlando",http://lqwest.com/,Julia Sosa,(407) 257-8246 (m),Deland Retail Investment Llc,http://lqwest.com/,Deland Retail Investment Llc,,"WRS, Inc.",http://lqwest.com/,Arthur Kepes,(843) 654-7888 (p),,,,,jsosa@lqwest.com,Peter Klein,(678) 520-0024 (m),pklein@lqwest.com,,,,,,,,,,,akepes@wrsrealty.com,,,,Eva Royal,(407) 421-3532 (m),eroyal@lqwest.com
https://ahprd1cdn.csgpimgs.com/i2/nD-ZtSK6ZMXPy2AcSD6gBiyLmslas1uAgN8M5BOkF7s/119/image.jpg,"1628 Woodcrest Dr - Woodcrest Townhomes Daytona Beach, FL 32119","121,883",1979,,,,,,Woodcrest Partnership,"mailto:woodcrestrequest@gmail.com?subject=Re:%20Woodcrest%20Townhomes,%201628%20Woodcrest%20Dr,%20Daytona%20Beach,%20FL%2032119,%20United%20States,%20PID:%209510417",,,Woodcrest Townhouse Apartments,"mailto:woodcrestrequest@gmail.com?subject=Re:%20Woodcrest%20Townhomes,%201628%20Woodcrest%20Dr,%20Daytona%20Beach,%20FL%2032119,%20United%20States,%20PID:%209510417",Woodcrest Townhouse Apartments,(386) 767-6533 (p),,,,,,,,,,,,,,,,Woodcrest Townhomes,"mailto:woodcrestrequest@gmail.com?subject=Re:%20Woodcrest%20Townhomes,%201628%20Woodcrest%20Dr,%20Daytona%20Beach,%20FL%2032119,%20United%20States,%20PID:%209510417",,,Billy Duffett,(386) 256-6914 (p),woodcrestrequest@gmail.com,,,
https://ahprd1cdn.csgpimgs.com/i2/u8Tli94J09tOHCl7R4yf60j1MTPHYt6B2NVhm3RJ9T4/119/image.jpg,"775 Town Center Blvd - Imagine School Palm Coast, FL 32164","42,626",2008,,,,,,WFCS Holdings LLC,https://wonderfulfoundations.org/,,,Wonderful Foundations,https://wonderfulfoundations.org/,Wonderful Foundations,(833) 763-6369 (p),Astrol LLC,https://wonderfulfoundations.org/,John Cairns,(772) 871-5895 (p),,,,,,,,,,,,,,,,,,,,,
https://ahprd1cdn.csgpimgs.com/i2/A5zZAwHiZAigjWIFy50tCC6Vs15tCC7XvXrdx7uHLcs/119/image.jpg,"3738 S Atlantic Ave Port Orange, FL 32127","20,500",1954,,,,,,WLW Capital LLC,"mailto:billy@wlwcapital.com?subject=Re:%203738%20S%20Atlantic%20Ave,%20Port%20Orange,%20FL%2032127,%20United%20States,%20PID:%2011133013",,,WLW Capital LLC,"mailto:billy@wlwcapital.com?subject=Re:%203738%20S%20Atlantic%20Ave,%20Port%20Orange,%20FL%2032127,%20United%20States,%20PID:%2011133013",WLW Capital LLC,(813) 521-7914 (p),Ocean Shore Properties LLC,"mailto:billy@wlwcapital.com?subject=Re:%203738%20S%20Atlantic%20Ave,%20Port%20Orange,%20FL%2032127,%20United%20States,%20PID:%2011133013",Elliot Kramer,(386) 872-6447 (p),,,,,,Billy Williams,(813) 838-5700 (m),billy@wlwcapital.com,Billy Williams,(813) 838-5700 (m),billy@wlwcapital.com,,,elliottkramer@gmail.com,,,,,,,
https://ahprd1cdn.csgpimgs.com/i2/lJ6xK6UiMCTd8SSLrYUbj8gzsfc2SA7yQ2jXVQYa-ns/119/image.jpg,"1281 N US Highway 1 Ormond Beach, FL 32174","23,668",1958,,SVN Alliance Commercial Real Estate Advisors,http://www.svnalliance.com/,Carl Lentz IV,(386) 566-3726 (m),Wkl Roofing Llc,http://www.svnalliance.com/,Wkl Roofing Llc,(386) 446-8233 (p),Wkl Roofing Llc,http://www.svnalliance.com/,Kenneth Lewis,,World Color Inc,http://www.svnalliance.com/,Robert Elston,(386) 441-3893 (p),carl.lentz@svn.com,,,,,,,,,,,,,,,,,,,,
https://ahprd1cdn.csgpimgs.com/i2/Lv8nEsZF9XeuA-xuwVRItj-70Zs9o8El1s_XMx4TSJU/119/image.jpg,"2250 W International Speedway Blvd - Quality Inn Daytona Speedway I 95 Daytona Beach, FL 32114","26,306",1973,http://www.choicehotels.com/florida/daytona-beach/quality-inn-hotels/fl931,,,,,Ajal Management Inc,,,,"Winchester Holdings, LLC",,"Winchester Holdings, LLC",(407) 963-8307 (p),,,,,,,,,,Ajay Patel,(407) 963-8307 (p),,Ajay Patel,(407) 963-8307 (p),,,,,,,,,,,
https://ahprd1cdn.csgpimgs.com/i2/KZt0Oh1L11Nnk9YrTNfpzue4H6aYmooxzzEWaZ0Tw_g/119/image.jpg,"1105-1129 Saxon Blvd - Ross Building Orange City, FL 32763","19,397",1999,,Williams Properties,"mailto:terry@williamsproperties.net?subject=Re:%20Ross%20Building,%201105-1129%20Saxon%20Blvd,%20Orange%20City,%20FL%2032763,%20United%20States,%20PID:%201415657",Terry Williams,(386) 801-5592 (m),Williams Terry C & Deborah R,"mailto:terry@williamsproperties.net?subject=Re:%20Ross%20Building,%201105-1129%20Saxon%20Blvd,%20Orange%20City,%20FL%2032763,%20United%20States,%20PID:%201415657",Williams Terry C & Deborah R,,Williams Properties,"mailto:terry@williamsproperties.net?subject=Re:%20Ross%20Building,%201105-1129%20Saxon%20Blvd,%20Orange%20City,%20FL%2032763,%20United%20States,%20PID:%201415657",Terry Williams,(386) 801-5592 (m),,,,,terry@williamsproperties.net,,,,,,,,,,,,,,office@williamsproperties.net,,,,,,
https://ahprd1cdn.csgpimgs.com/i2/NWafPc55lEjnXIsl38npm5Y-1DEHTitqofB077rNXPA/119/image.jpg,"130 E Park Ave Edgewater, FL 32132","11,028",1965,,,,,,,,,,William R Norman,http://barnettgroupinc.com/,William R Norman,(904) 427-9693 (p),,,,,,,,,,William Norman,(386) 427-9693 (m),wnorman@myway.com,William Norman,(386) 427-9693 (m),wnorman@myway.com,,,,,,,,,,
https://ahprd1cdn.csgpimgs.com/i2/dgo0Nm2t27bL0agha-IjrGDxIh75ycJTbXqjSp3_j-Q/119/image.jpg,"1964-1966 N Nova Rd Daytona Beach, FL 32117","25,821",1959,,,,,,Ccar3 Llc,,,,William R Carter,,William R Carter,(850) 549-6486 (p),,,,,,,,,,William Carter,(305) 852-5798 (p),,William Carter,(305) 852-5798 (p),,,,,,,,,,,
https://ahprd1cdn.csgpimgs.com/i2/6vBXxK-PrJw8vkAsezdq6pUlbdG2WpGeuF1Ah_LMzWY/119/image.jpg,"305 Division Ave Ormond Beach, FL 32174","22,062",1989,,Adams Cameron & Co.,http://adamscameron.com/,Jenna Hoskin,(386) 214-9696 (m),Highlander Corporation,http://adamscameron.com/,Highlander Corporation,(386) 677-6818 (p),William H & Jan L Jones,http://adamscameron.com/,Jan Jones,(386) 677-6818 (p),Ebbets Chobee,http://adamscameron.com/,Chobee Ebbets,(386) 253-2288 (p),jennahoskin@adamscameron.com,,,,,,,,,,,,,,janej1893@yahoo.com,,,,,,
https://ahprd1cdn.csgpimgs.com/i2/Sp-7yaJ5LerotU8NSeIjbimh8xmo52v3ecwaKlR8zy0/119/image.jpg,"902 N Swallowtail Dr Port Orange, FL 32129","15,542",,,,,,,Arman Medical Center Condo Coa Sun Glow,,,,WILLIAM F MCCABE,,WILLIAM F MCCABE,(386) 788-5000 (p),,,,,,,,,,,,,,,,,,,,,,,,,
